,Bitcoin_Volume,Litecoin_Close,Litecoin_Volume,Dogecoin_Close,Dogecoin_Volume,Japan_Gold(trend),Japan_S&P500(trend),DE_Ethereum(trend),DE_S&P500(trend),IN_Bitcoin(trend),IN_Ethereum(trend),IN_S&P500(trend),US_Ethereum(trend),US_S&P500(trend),Date,United States_CPI,Eurozone_CPI,China_CPI,Japan_CPI,date,Ukraine_Russia_War,Israil_Palestin_War,US_Election,China_Election,Japan_Election,Germany_Election,India_Election
869,0.0207524096755976,0.592348447024651,0.0722240816752691,0.0087694278574876,0.0003619428300206,40,0,4,0,17,1,0,2,2,2018-02-16,249.529,101.78,106.5,101.298,2018-02-16,0,0,0,0,0,0,0
870,0.0246410018417605,0.590629989213109,0.0479551652989308,0.008791365879038,0.000243503283093,55,0,3,0,20,1,0,2,1,2018-02-17,249.529,101.78,106.5,101.298,2018-02-17,0,0,0,0,0,0,0
871,0.0248778679859237,0.554829023546994,0.0561646228399282,0.0078772746102431,0.0001996820338308,36,0,3,0,17,1,0,2,0,2018-02-18,249.529,101.78,106.5,101.298,2018-02-18,0,0,0,0,0,0,0
872,0.021766585767508,0.573919948651185,0.0426308721427126,0.0082765497352955,0.0001669443218704,53,2,3,0,18,1,0,2,1,2018-02-19,249.529,101.78,106.5,101.298,2018-02-19,0,0,0,0,0,0,0
873,0.0282473334553287,0.599459626627906,0.0966536688975247,0.0088571806247403,0.001534079126165,46,0,4,0,21,1,0,3,2,2018-02-20,249.529,101.78,106.5,101.298,2018-02-20,0,0,0,0,0,0,0
874,0.0267622407071871,0.548612326939095,0.0664292964220472,0.008106894430677,0.0005097502210093,44,0,3,0,19,2,0,2,2,2018-02-21,249.529,101.78,106.5,101.298,2018-02-21,0,0,0,0,0,0,0
875,0.0228721123438241,0.501559179009148,0.0541227483157092,0.0076359543300353,0.0002727846833431,52,0,3,0,19,1,0,2,2,2018-02-22,249.529,101.78,106.5,101.298,2018-02-22,0,0,0,0,0,0,0
876,0.0220156495800378,0.538069444224873,0.0591967857723115,0.0082048847597062,0.0002587375640536,43,3,2,0,15,2,0,2,2,2018-02-23,249.529,101.78,106.5,101.298,2018-02-23,0,0,0,0,0,0,0
877,0.0196746936664474,0.538364090425079,0.0520627555064724,0.0077310202251723,0.0002053844438972,47,0,3,0,14,1,0,1,1,2018-02-24,249.529,101.78,106.5,101.298,2018-02-24,0,0,0,0,0,0,0
878,0.016224136533825,0.567186895022346,0.0571355160756933,0.0074648368084706,0.0001487853586372,45,0,2,0,11,1,0,1,1,2018-02-25,249.529,101.78,106.5,101.298,2018-02-25,0,0,0,0,0,0,0
879,0.0207282769366763,0.568456838050807,0.0720568058715037,0.0077529582467226,0.0001532487407458,48,0,2,0,14,1,0,1,2,2018-02-26,249.529,101.78,106.5,101.298,2018-02-26,0,0,0,0,0,0,0
880,0.019812175292035,0.557079475915828,0.047569086483891,0.0076827561691307,0.0001551692340804,39,0,2,0,14,1,0,2,2,2018-02-27,249.529,101.78,106.5,101.298,2018-02-27,0,0,0,0,0,0,0
881,0.0197267230462619,0.521343726336429,0.0422821396159896,0.0072834810440783,0.0001699468035729,43,0,2,0,12,1,0,1,2,2018-02-28,249.529,101.78,106.5,101.298,2018-02-28,0,0,0,0,0,0,0
882,0.020812588340844,0.539219419894304,0.0376816566520329,0.0075716024823303,0.0002029510506172,46,0,3,0,12,1,0,1,2,2018-03-01,249.577,102.91,105.3,100.9926,2018-03-01,0,0,0,0,0,0,0
883,0.0216768312942486,0.546536593201605,0.0348251101944724,0.0064995556876395,0.000303509695237,39,0,2,1,12,1,0,1,2,2018-03-02,249.577,102.91,105.3,100.9926,2018-03-02,0,0,0,0,0,0,0
884,0.0190268619465291,0.541548099735063,0.037866385621205,0.0062348351689352,0.0002897780958578,43,0,2,0,13,1,0,1,1,2018-03-03,249.577,102.91,105.3,100.9926,2018-03-03,0,0,0,0,0,0,0
885,0.0172989464605226,0.549777940144878,0.0319092649446436,0.0065288068370741,0.0001541837746349,38,2,3,0,11,1,0,1,1,2018-03-04,249.577,102.91,105.3,100.9926,2018-03-04,0,0,0,0,0,0,0
886,0.0183942156745272,0.542935383971411,0.0330293192559458,0.0061134439203582,0.0001757111650372,37,0,3,0,13,1,0,1,2,2018-03-05,249.577,102.91,105.3,100.9926,2018-03-05,0,0,0,0,0,0,0
887,0.0194303318136289,0.504930918335685,0.036711097754468,0.0052242157880572,0.000192123963288,40,0,2,0,11,1,0,1,2,2018-03-06,249.577,102.91,105.3,100.9926,2018-03-06,0,0,0,0,0,0,0
888,0.0250314497751393,0.476866991838392,0.0419822026825444,0.004367163239083,0.0002327323842409,39,0,2,0,13,1,0,2,2,2018-03-07,249.577,102.91,105.3,100.9926,2018-03-07,0,0,0,0,0,0,0
889,0.0204387803554846,0.45254246582765,0.0340118823176125,0.0043686261370803,0.0002026773118823,44,0,2,0,13,1,0,2,2,2018-03-08,249.577,102.91,105.3,100.9926,2018-03-08,0,0,0,0,0,0,0
890,0.0247644082246257,0.480332596173205,0.0523990926222637,0.0045455938885319,0.0001756636209411,46,0,2,0,15,1,0,2,2,2018-03-09,249.577,102.91,105.3,100.9926,2018-03-09,0,0,0,0,0,0,0
891,0.0153105718758228,0.455726435347465,0.0347509724769796,0.0042925738296015,0.000121724699892,41,0,2,0,12,1,0,1,1,2018-03-10,249.577,102.91,105.3,100.9926,2018-03-10,0,0,0,0,0,0,0
892,0.0179036406543156,0.484969066016085,0.0371723670966521,0.0046391968856716,0.0001126610663075,39,0,2,0,11,1,0,2,0,2018-03-11,249.577,102.91,105.3,100.9926,2018-03-11,0,0,0,0,0,0,0
893,0.0183624734345652,0.457035492111889,0.0315176837764585,0.0043788636988569,8.8889882717376e-05,51,0,3,0,11,1,0,1,2,2018-03-12,249.577,102.91,105.3,100.9926,2018-03-12,0,0,0,0,0,0,0
894,0.0170339269131613,0.450641450721504,0.0259860440275057,0.0042735602419433,6.59111007281881e-05,52,0,2,0,12,1,0,1,2,2018-03-13,249.577,102.91,105.3,100.9926,2018-03-13,0,0,0,0,0,0,0
895,0.0183078516307958,0.412357976421923,0.0266840070314627,0.0036358902921522,8.78936177954652e-05,47,0,3,0,12,1,1,2,2,2018-03-14,249.577,102.91,105.3,100.9926,2018-03-14,0,0,0,0,0,0,0
896,0.0194367712955294,0.421158925124992,0.031349849556763,0.0036534406412874,0.0001136018631173,45,3,2,0,14,1,0,2,2,2018-03-15,249.577,102.91,105.3,100.9926,2018-03-15,0,0,0,0,0,0,0
897,0.0150343539906571,0.423698811181914,0.0242373254178103,0.0036154144875479,7.16819454783161e-05,44,4,2,0,13,1,0,1,2,2018-03-16,249.577,102.91,105.3,100.9926,2018-03-16,0,0,0,0,0,0,0
898,0.0125746936539128,0.391152243634448,0.0224134145025759,0.0033068172446917,6.91462603553039e-05,35,1,2,0,10,1,0,2,0,2018-03-17,249.577,102.91,105.3,100.9926,2018-03-17,0,0,0,0,0,0,0
899,0.0188804607485945,0.394033768080967,0.0330918974080072,0.0031473998423753,0.0001094650945413,32,0,3,0,12,1,0,3,0,2018-03-18,249.577,102.91,105.3,100.9926,2018-03-18,0,0,0,0,0,0,0
900,0.0191366759748707,0.412464892605576,0.0280278065128598,0.0035130361455779,9.86495330536242e-05,40,2,3,1,11,1,0,2,2,2018-03-19,249.577,102.91,105.3,100.9926,2018-03-19,0,0,0,0,0,0,0
901,0.0180900457111525,0.432478909836514,0.0273641878669968,0.0038216337289597,7.50093118371779e-05,53,0,2,0,11,1,0,1,2,2018-03-20,249.577,102.91,105.3,100.9926,2018-03-20,0,0,0,0,0,0,0
902,0.0171820656332852,0.433091718226705,0.025677158212022,0.003833333848208,7.60616211632279e-05,37,0,2,0,12,1,0,1,2,2018-03-21,249.577,102.91,105.3,100.9926,2018-03-21,0,0,0,0,0,0,0
903,0.0157210808231605,0.419062341339033,0.0224794374051359,0.0036417405220391,5.44417358831452e-05,45,2,2,1,10,1,0,1,2,2018-03-22,249.577,102.91,105.3,100.9926,2018-03-22,0,0,0,0,0,0,0
904,0.0169284442898407,0.429910335067864,0.0193149512380623,0.0036885420206089,6.8388724424804e-05,47,0,2,0,10,1,0,1,3,2018-03-23,249.577,102.91,105.3,100.9926,2018-03-23,0,0,0,0,0,0,0
905,0.0161034947223693,0.408524671136928,0.0161035047810224,0.0037324184042353,4.36469209100309e-05,35,0,1,1,10,1,0,1,1,2018-03-24,249.577,102.91,105.3,100.9926,2018-03-24,0,0,0,0,0,0,0
906,0.0129842339070995,0.40970596166923,0.013389285028237,0.0036081017001893,2.9457457478484e-05,38,0,1,0,9,1,0,1,1,2018-03-25,249.577,102.91,105.3,100.9926,2018-03-25,0,0,0,0,0,0,0
907,0.0168341862641057,0.381378624254266,0.0225982572890076,0.0032921916699744,6.67096974689186e-05,35,2,2,1,10,1,0,2,2,2018-03-26,249.577,102.91,105.3,100.9926,2018-03-26,0,0,0,0,0,0,0
908,0.0152875785196302,0.346326111663892,0.021373887680858,0.0030815850966729,5.47993251146973e-05,41,0,2,1,11,1,0,2,2,2018-03-27,249.577,102.91,105.3,100.9926,2018-03-27,0,0,0,0,0,0,0
909,0.014025421101726,0.335811877871229,0.0182211282483159,0.003075734866786,5.01446140377497e-05,39,2,2,1,10,1,0,2,2,2018-03-28,249.577,102.91,105.3,100.9926,2018-03-28,0,0,0,0,0,0,0
910,0.0180884497000063,0.29130386830049,0.0264700999407471,0.0026164955664438,6.04938111650982e-05,40,0,4,0,7,1,0,5,4,2018-03-29,249.577,102.91,105.3,100.9926,2018-03-29,0,0,0,0,0,0,0
911,0.0178840931649668,0.301523396207694,0.0260052169005697,0.0025228925693041,5.68615862994016e-05,33,2,5,0,8,1,0,4,2,2018-03-30,249.577,102.91,105.3,100.9926,2018-03-30,0,0,0,0,0,0,0
912,0.0129369050281196,0.296331495398079,0.0163907706523601,0.0026047951066699,2.9870514822102e-05,39,0,3,0,7,0,0,3,1,2018-03-31,249.577,102.91,105.3,100.9926,2018-03-31,0,0,0,0,0,0,0
913,0.0128765848518301,0.292719841248567,0.0152094168547727,0.0024585403810735,2.79804208943294e-05,40,0,3,0,7,1,0,3,1,2018-04-01,250.227,103.32,105.1,100.8908,2018-04-01,0,0,0,0,0,0,0
914,0.0123105290083171,0.303369640146442,0.0150716463971723,0.0025726191828174,5.18991352552521e-05,37,1,4,1,8,1,0,3,6,2018-04-02,250.227,103.32,105.1,100.8908,2018-04-02,0,0,0,0,0,0,0
915,0.015633634292893,0.34291263245025,0.020835089222523,0.0028402651569908,7.47214539465086e-05,44,0,4,1,7,1,0,3,5,2018-04-03,250.227,103.32,105.1,100.8908,2018-04-03,0,0,0,0,0,0,0
916,0.014027444563755,0.301038373944709,0.0211097409403831,0.0025331301310806,5.61672984239587e-05,33,0,3,1,7,1,0,3,6,2018-04-04,250.227,103.32,105.1,100.8908,2018-04-04,0,0,0,0,0,0,0
917,0.0160314626836653,0.302913286700101,0.0163120215574576,0.0024512275937148,4.89477994742916e-05,40,2,3,0,13,1,0,2,4,2018-04-05,250.227,103.32,105.1,100.8908,2018-04-05,0,0,0,0,0,0,0
918,0.0106959915865115,0.287329745607997,0.012931292378254,0.0023868757460098,2.0408951560826e-05,39,0,3,1,15,1,0,2,5,2018-04-06,250.227,103.32,105.1,100.8908,2018-04-06,0,0,0,0,0,0,0
919,0.011293788940548,0.295426627168657,0.0117242069880163,0.0025799316296505,2.30877011910627e-05,30,0,3,0,10,1,0,2,2,2018-04-07,250.227,103.32,105.1,100.8908,2018-04-07,0,0,0,0,0,0,0
920,0.0103702798492937,0.299106063870776,0.0107902163310949,0.0026398961454659,3.24374637900968e-05,39,0,2,0,8,0,0,2,1,2018-04-08,250.227,103.32,105.1,100.8908,2018-04-08,0,0,0,0,0,0,0
921,0.013907942135028,0.292114851626551,0.0144307574137367,0.0025228925693041,4.89204256008045e-05,43,0,3,1,9,1,0,2,4,2018-04-09,250.227,103.32,105.1,100.8908,2018-04-09,0,0,0,0,0,0,0
922,0.0121376010547419,0.290219068927607,0.011246764035399,0.0029324052561331,0.0001265015848886,44,0,2,1,7,1,0,2,5,2018-04-10,250.227,103.32,105.1,100.8908,2018-04-10,0,0,0,0,0,0,0
923,0.0131894161663701,0.300722837905867,0.0127578428773509,0.0034486842978729,0.0003437680187554,44,0,2,1,7,1,0,2,4,2018-04-11,250.227,103.32,105.1,100.8908,2018-04-11,0,0,0,0,0,0,0
924,0.0253401510096475,0.329522166303523,0.0326226217329658,0.0040366279746764,0.000179312990496,50,0,3,0,7,0,0,3,4,2018-04-12,250.227,103.32,105.1,100.8908,2018-04-12,0,0,0,0,0,0,0
925,0.0220867698207835,0.319140931150183,0.0254272937592361,0.0043247494129284,0.0002408710690477,31,1,3,1,10,1,0,3,3,2018-04-13,250.227,103.32,105.1,100.8908,2018-04-13,0,0,0,0,0,0,0
926,0.0147552592005735,0.321592164710946,0.0143548973209947,0.0045514441184188,0.0001751089398205,38,0,3,0,7,1,0,2,1,2018-04-14,250.227,103.32,105.1,100.8908,2018-04-14,0,0,0,0,0,0,0
927,0.0149064177955352,0.33658897986853,0.0152230322444562,0.0051671763871852,0.0001503514323467,37,1,3,1,6,1,0,2,1,2018-04-15,250.227,103.32,105.1,100.8908,2018-04-15,0,0,0,0,0,0,0
928,0.0160086385571737,0.32691447779891,0.0161360156141995,0.0051876521917895,0.0003002608486731,39,2,2,1,7,0,0,2,3,2018-04-16,250.227,103.32,105.1,100.8908,2018-04-16,0,0,0,0,0,0,0
929,0.0196261116123536,0.338891557358534,0.0295562816115886,0.0054201964461157,0.0002263067276224,35,0,2,0,5,0,0,2,4,2018-04-17,250.227,103.32,105.1,100.8908,2018-04-17,0,0,0,0,0,0,0
930,0.0185690810164041,0.357325308034286,0.0211548107968027,0.0063971780267207,0.0002923022551393,39,2,2,1,6,0,0,2,4,2018-04-18,250.227,103.32,105.1,100.8908,2018-04-18,0,0,0,0,0,0,0
931,0.0200886499395057,0.373761592234642,0.0226872321533302,0.0069997469377159,0.0003685500186423,42,1,3,0,6,0,0,2,3,2018-04-19,250.227,103.32,105.1,100.8908,2018-04-19,0,0,0,0,0,0,0
932,0.024006247492879,0.397848809678467,0.0273116131850203,0.0071006623816886,0.0003123356083413,32,1,2,1,6,0,0,3,3,2018-04-20,250.227,103.32,105.1,100.8908,2018-04-20,0,0,0,0,0,0,0
933,0.0214715629612508,0.380630250758863,0.0268102179236318,0.0063986402436668,0.0003396576155418,36,2,4,1,7,1,0,3,1,2018-04-21,250.227,103.32,105.1,100.8908,2018-04-21,0,0,0,0,0,0,0
934,0.0188539894302698,0.374997634039258,0.0187969386567675,0.0065829211230026,0.0002452869070602,29,2,3,0,6,0,0,3,1,2018-04-22,250.227,103.32,105.1,100.8908,2018-04-22,0,0,0,0,0,0,0
935,0.0196953805385248,0.389282543391173,0.0208712688839285,0.0064995556876395,0.0004631166664288,42,0,4,1,7,1,0,3,3,2018-04-23,250.227,103.32,105.1,100.8908,2018-04-23,0,0,0,0,0,0,0
936,0.0303907997666629,0.424561979314399,0.03573742666621,0.0069646455583943,0.0005072130951561,38,0,4,1,7,0,0,4,4,2018-04-24,250.227,103.32,105.1,100.8908,2018-04-24,0,0,0,0,0,0,0
937,0.0315427988613165,0.369756194469447,0.0340651238975947,0.0059306252579685,0.0005307402190531,33,1,3,1,7,1,0,3,5,2018-04-25,250.227,103.32,105.1,100.8908,2018-04-25,0,0,0,0,0,0,0
938,0.02552339176285,0.393003719980397,0.0228929141686427,0.0067116248184126,0.0005752400522318,30,2,3,1,6,0,0,2,4,2018-04-26,250.227,103.32,105.1,100.8908,2018-04-26,0,0,0,0,0,0,0
939,0.0215221101223043,0.372731544134073,0.0214649201478275,0.0064118029203868,0.0005408224488775,36,0,4,1,5,0,0,2,3,2018-04-27,250.227,103.32,105.1,100.8908,2018-04-27,0,0,0,0,0,0,0
940,0.0222036506480209,0.389397298238086,0.0187070176864742,0.006316737706301,0.0004968340749139,41,0,3,0,5,0,0,2,1,2018-04-28,250.227,103.32,105.1,100.8908,2018-04-28,0,0,0,0,0,0,0
941,0.025188421993883,0.39287854010925,0.021539388646731,0.0064659172063153,0.0005251761190843,35,0,3,0,5,0,0,2,1,2018-04-29,250.227,103.32,105.1,100.8908,2018-04-29,0,0,0,0,0,0,0
942,0.0246781565144028,0.379438535202326,0.0189448779751583,0.0061017434605844,0.0005039685707828,31,0,3,1,5,1,0,2,3,2018-04-30,250.227,103.32,105.1,100.8908,2018-04-30,0,0,0,0,0,0,0
943,0.0219401979342711,0.379467223914055,0.0189868374192795,0.0060052153485013,0.0001473258989613,36,1,2,0,6,0,0,2,4,2018-05-01,250.792,103.97,104.9,101.0944,2018-05-01,0,0,0,0,0,0,0
944,0.0214989446186571,0.387522345692525,0.0196818002714083,0.0061938835597267,0.0006991385258248,32,0,3,0,4,0,0,3,3,2018-05-02,250.792,103.97,104.9,101.0944,2018-05-02,0,0,0,0,0,0,0
945,0.0290473201830175,0.413291533363073,0.0343161549772918,0.0067321006230169,0.0007067239702411,35,0,6,0,5,1,0,4,4,2018-05-03,250.792,103.97,104.9,101.0944,2018-05-03,0,0,0,0,0,0,0
946,0.0233785876615513,0.432403268725564,0.0351537219637661,0.0061880333298398,0.0001873306539674,35,2,4,1,5,1,0,4,3,2018-05-04,250.792,103.97,104.9,101.0944,2018-05-04,0,0,0,0,0,0,0
947,0.0217661583166252,0.45580466281939,0.0411664210309215,0.0060578667364324,0.0004164298048315,33,0,3,0,6,1,0,3,1,2018-05-05,250.792,103.97,104.9,101.0944,2018-05-05,0,0,0,0,0,0,0
948,0.0205418995984973,0.440257649102274,0.0347766489393947,0.0057507323915735,0.0004612523615713,38,0,3,1,5,0,0,3,1,2018-05-06,250.792,103.97,104.9,101.0944,2018-05-06,0,0,0,0,0,0,0
949,0.0210312491622529,0.422209823274029,0.0318317945155172,0.0055269628010265,0.0003523994332849,36,0,6,1,5,1,0,5,3,2018-05-07,250.792,103.97,104.9,101.0944,2018-05-07,0,0,0,0,0,0,0
950,0.0210935081857209,0.408488183552109,0.0258868416153684,0.0062377602838787,0.0005651751111697,38,0,4,1,5,1,0,3,3,2018-05-08,250.792,103.97,104.9,101.0944,2018-05-08,0,0,0,0,0,0,0
951,0.0205550353246034,0.40180725504444,0.0248768806052346,0.0059306252579685,0.0004629149642031,40,0,4,0,5,0,0,3,3,2018-05-09,250.792,103.97,104.9,101.0944,2018-05-09,0,0,0,0,0,0,0
952,0.0196426946641804,0.383068433144249,0.023685245907992,0.0056044773254515,0.0004818778548787,42,2,3,1,5,1,0,3,3,2018-05-10,250.792,103.97,104.9,101.0944,2018-05-10,0,0,0,0,0,0,0
953,0.0241498841194042,0.349815192198316,0.0294495779306836,0.0048615042592724,0.0003767665028789,34,0,3,1,5,1,0,3,4,2018-05-11,250.792,103.97,104.9,101.0944,2018-05-11,0,0,0,0,0,0,0
954,0.0193995874453525,0.36224082633119,0.0227677596429145,0.0050238464360067,0.0003748445688141,43,0,2,1,5,0,0,2,1,2018-05-12,250.792,103.97,104.9,101.0944,2018-05-12,0,0,0,0,0,0,0
955,0.016678439501818,0.369297214871963,0.0212694069933053,0.0048132402032309,0.0002649759257483,35,0,3,0,4,0,0,2,1,2018-05-13,250.792,103.97,104.9,101.0944,2018-05-13,0,0,0,0,0,0,0
956,0.0209461382936354,0.377448867600021,0.0324398383275755,0.0050048335293998,0.0001580189983834,42,2,3,0,4,0,0,2,3,2018-05-14,250.792,103.97,104.9,101.0944,2018-05-14,0,0,0,0,0,0,0
957,0.0190700009315312,0.357020236809847,0.0230900936789817,0.0050852738498194,0.0002830340378687,33,0,2,1,4,0,0,2,3,2018-05-15,250.792,103.97,104.9,101.0944,2018-05-15,0,0,0,0,0,0,0
958,0.0192253202429361,0.355424332718309,0.0195169092949112,0.0048951427405967,0.0001178504323555,40,0,3,0,5,0,0,2,3,2018-05-16,250.792,103.97,104.9,101.0944,2018-05-16,0,0,0,0,0,0,0
959,0.0166674702076607,0.338487368823533,0.0177695813898569,0.0046070213023447,0.0002288208017926,40,0,3,0,4,0,0,2,3,2018-05-17,250.792,103.97,104.9,101.0944,2018-05-17,0,0,0,0,0,0,0
960,0.0163872637535063,0.347051048749853,0.0206282957105345,0.0043569256773065,0.0001756290434167,35,0,3,0,4,0,0,3,3,2018-05-18,250.792,103.97,104.9,101.0944,2018-05-18,0,0,0,0,0,0,0
961,0.0133903253756889,0.345129183595239,0.017253514372344,0.004750350572472,0.0001955889193793,100,0,3,0,4,0,0,2,1,2018-05-19,250.792,103.97,104.9,101.0944,2018-05-19,0,0,0,0,0,0,0
962,0.0147542044326953,0.356545619676012,0.0180326735422856,0.0049507192434713,0.0002085915092857,56,0,2,0,4,0,0,2,1,2018-05-20,250.792,103.97,104.9,101.0944,2018-05-20,0,0,0,0,0,0,0
963,0.014651428025715,0.343014336121786,0.0171097969629277,0.0047284125509216,0.0002452523295358,44,0,2,0,5,0,0,2,3,2018-05-21,250.792,103.97,104.9,101.0944,2018-05-21,0,0,0,0,0,0,0
964,0.0146001966514736,0.327803668701812,0.0163356404172259,0.004114142839627,0.0001264093781568,37,0,3,1,4,1,0,2,3,2018-05-22,250.792,103.97,104.9,101.0944,2018-05-22,0,0,0,0,0,0,0
965,0.0184585550562167,0.303390510089995,0.0207195486984444,0.003733880961707,0.0001940286085906,54,0,3,1,5,0,0,3,3,2018-05-23,250.792,103.97,104.9,101.0944,2018-05-23,0,0,0,0,0,0,0
966,0.0171994189720271,0.311993263962109,0.0191927968641623,0.0035993266958845,0.0001300760364739,38,0,4,1,5,0,0,2,3,2018-05-24,250.792,103.97,104.9,101.0944,2018-05-24,0,0,0,0,0,0,0
967,0.0138332024211071,0.303724289921247,0.0165188150694461,0.0036212647174349,0.0001322861165754,42,1,2,1,4,0,0,2,3,2018-05-25,250.792,103.97,104.9,101.0944,2018-05-25,0,0,0,0,0,0,0
968,0.0115072919032666,0.300686330425963,0.0153021708077941,0.0035466749674277,7.09118751952195e-05,40,0,3,0,4,0,0,2,1,2018-05-26,250.792,103.97,104.9,101.0944,2018-05-26,0,0,0,0,0,0,0
969,0.0115214816678125,0.299943129652507,0.0143505073537228,0.0034896355665558,2.97244247814921e-05,35,0,2,0,4,0,0,2,1,2018-05-27,250.792,103.97,104.9,101.0944,2018-05-27,0,0,0,0,0,0,0
970,0.0143254887037268,0.283269576675403,0.0164065539051607,0.0032000512303064,8.74678820262322e-05,31,2,3,0,4,0,0,2,1,2018-05-28,250.792,103.97,104.9,101.0944,2018-05-28,0,0,0,0,0,0,0
971,0.016097967038427,0.304052857240382,0.019451887628557,0.0035086488136883,0.0001125617999978,36,0,2,1,4,0,0,2,3,2018-05-29,250.792,103.97,104.9,101.0944,2018-05-29,0,0,0,0,0,0,0
972,0.0139890921533147,0.298746201583854,0.016937404717663,0.0033872572245857,8.69075820578575e-05,39,0,3,0,4,0,0,2,3,2018-05-30,250.792,103.97,104.9,101.0944,2018-05-30,0,0,0,0,0,0,0
973,0.0145720447071522,0.300156962019814,0.0164876931625155,0.0034516094128163,0.0001086218351649,39,0,3,0,4,1,0,2,4,2018-05-31,250.792,103.97,104.9,101.0944,2018-05-31,0,0,0,0,0,0,0
974,0.0139860153822843,0.304957725469804,0.0161377388786461,0.003488173009084,5.77021082884728e-05,41,0,2,0,4,0,0,2,3,2018-06-01,251.018,104.09,104.9,100.9926,2018-06-01,0,0,0,0,0,0,0
975,0.0140368470243008,0.313803000420953,0.0172444552298351,0.0036856169056655,6.46422496555535e-05,43,0,2,0,4,0,0,1,1,2018-06-02,251.018,104.09,104.9,100.9926,2018-06-02,0,0,0,0,0,0,0
976,0.0137874141159575,0.319521663380658,0.0179106312072505,0.0038786727893061,0.0002613265561934,33,0,2,0,4,0,0,2,1,2018-06-03,251.018,104.09,104.9,100.9926,2018-06-03,0,0,0,0,0,0,0
977,0.0141903427397892,0.304926430502017,0.0166320756915427,0.0036475904114004,0.0002986702825505,46,0,2,1,4,0,0,2,3,2018-06-04,251.018,104.09,104.9,100.9926,2018-06-04,0,0,0,0,0,0,0
978,0.0141007866737654,0.309615045361153,0.0166938197764984,0.0038260210608493,0.0002505138761661,33,0,2,0,5,0,0,2,4,2018-06-05,251.018,104.09,104.9,100.9926,2018-06-05,0,0,0,0,0,0,0
979,0.01333293900051,0.308264268604709,0.0179868247489954,0.0040205398424873,0.0002858693948699,37,2,3,1,4,0,0,2,4,2018-06-06,251.018,104.09,104.9,100.9926,2018-06-06,0,0,0,0,0,0,0
980,0.0127446586288428,0.308897946938452,0.0202938472498953,0.0039400998625932,6.74117652873526e-05,31,0,2,0,3,0,0,2,4,2018-06-07,251.018,104.09,104.9,100.9926,2018-06-07,0,0,0,0,0,0,0
981,0.0120088945727048,0.30539842148471,0.0158568076491648,0.003833333848208,7.90877308407136e-05,36,0,2,1,4,0,0,2,3,2018-06-08,251.018,104.09,104.9,100.9926,2018-06-08,0,0,0,0,0,0,0
982,0.0109194105343859,0.299288601270296,0.013433967194616,0.0037368057361249,4.66968026355448e-05,37,0,2,1,3,0,0,1,1,2018-06-09,251.018,104.09,104.9,100.9926,2018-06-09,0,0,0,0,0,0,0
983,0.0165030898128656,0.271394160997146,0.0221956162842967,0.0031356993826014,8.6556332039113e-05,34,0,3,0,4,0,0,2,1,2018-06-10,251.018,104.09,104.9,100.9926,2018-06-10,0,0,0,0,0,0,0
984,0.0134839838030865,0.272624990289645,0.018390964940423,0.0032117516900803,4.91306281345815e-05,34,0,3,0,4,0,0,2,3,2018-06-11,251.018,104.09,104.9,100.9926,2018-06-11,0,0,0,0,0,0,0
985,0.0132250054642776,0.254986585403603,0.0184872756828079,0.0029996825593071,5.09093536191672e-05,34,0,3,1,4,0,0,3,4,2018-06-12,251.018,104.09,104.9,100.9926,2018-06-12,0,0,0,0,0,0,0
986,0.014358968465878,0.237576615876829,0.0200061350014924,0.0026018699917264,0.000138932204912,35,2,3,0,5,0,0,3,4,2018-06-13,251.018,104.09,104.9,100.9926,2018-06-13,0,0,0,0,0,0,0
987,0.014605040122228,0.256034877296582,0.0204089983055385,0.002787613428534,0.0001215711180545,36,0,3,1,4,0,0,3,3,2018-06-14,251.018,104.09,104.9,100.9926,2018-06-14,0,0,0,0,0,0,0
988,0.0112333250649003,0.24435765644928,0.0162710615711475,0.0027247237977751,0.0001540699569504,30,0,1,0,4,0,0,2,3,2018-06-15,251.018,104.09,104.9,100.9926,2018-06-15,0,0,0,0,0,0,0
989,0.0090643291401726,0.246707186338507,0.0143837402151406,0.0027159484529447,7.50719836001614e-05,30,0,2,0,4,0,0,2,1,2018-06-16,251.018,104.09,104.9,100.9926,2018-06-16,0,0,0,0,0,0,0
990,0.0088074581488048,0.242862401589804,0.0134393023786612,0.0026837725290922,6.94708568656532e-05,38,0,1,0,3,0,0,1,1,2018-06-17,251.018,104.09,104.9,100.9926,2018-06-17,0,0,0,0,0,0,0
991,0.0114721307856803,0.249945927025721,0.0156960283211718,0.002909004677111,9.66989284581434e-05,35,2,2,0,4,0,0,2,3,2018-06-18,251.018,104.09,104.9,100.9926,2018-06-18,0,0,0,0,0,0,0
992,0.0115229347090388,0.249994689877625,0.0158096250598633,0.0029177800219414,4.36332339732874e-05,30,3,2,1,4,0,0,2,4,2018-06-19,251.018,104.09,104.9,100.9926,2018-06-19,0,0,0,0,0,0,0
993,0.0110431298463104,0.247793278891877,0.0144986138412136,0.0029002293322806,2.61342692371545e-05,36,2,3,0,4,0,0,2,4,2018-06-20,251.018,104.09,104.9,100.9926,2018-06-20,0,0,0,0,0,0,0
994,0.0100187532882811,0.245008265499862,0.0145070612159519,0.002851965276239,3.63104346694612e-05,35,1,2,0,5,0,0,2,3,2018-06-21,251.018,104.09,104.9,100.9926,2018-06-21,0,0,0,0,0,0,0
