,Date,Japan_Gold(trend),Japan_S&P500(trend),DE_Ethereum(trend),DE_S&P500(trend),IN_Bitcoin(trend),IN_Ethereum(trend),IN_S&P500(trend),US_Ethereum(trend),US_S&P500(trend)
824,2018-02-04 00:00:00,46,0,5,0,23,1,0,3,1
825,2018-02-05 00:00:00,40,3,7,1,31,2,0,4,4
826,2018-02-06 00:00:00,38,1,7,1,54,3,1,5,6
827,2018-02-07 00:00:00,38,4,4,1,32,2,1,3,3
828,2018-02-08 00:00:00,40,0,4,1,26,1,1,3,4
829,2018-02-09 00:00:00,43,4,4,1,23,1,1,2,5
830,2018-02-10 00:00:00,48,2,4,0,19,1,0,2,1
831,2018-02-11 00:00:00,48,0,3,0,19,1,0,2,1
832,2018-02-12 00:00:00,40,3,3,0,19,2,0,2,3
833,2018-02-13 00:00:00,42,0,3,1,17,1,1,2,3
834,2018-02-14 00:00:00,48,2,3,0,17,1,1,2,3
835,2018-02-15 00:00:00,45,0,4,0,19,1,0,2,3
836,2018-02-16 00:00:00,40,0,4,0,17,1,0,2,2
837,2018-02-17 00:00:00,55,0,3,0,20,1,0,2,1
838,2018-02-18 00:00:00,36,0,3,0,17,1,0,2,0
839,2018-02-19 00:00:00,53,2,3,0,18,1,0,2,1
840,2018-02-20 00:00:00,46,0,4,0,21,1,0,3,2
841,2018-02-21 00:00:00,44,0,3,0,19,2,0,2,2
842,2018-02-22 00:00:00,52,0,3,0,19,1,0,2,2
843,2018-02-23 00:00:00,43,3,2,0,15,2,0,2,2
844,2018-02-24 00:00:00,47,0,3,0,14,1,0,1,1
845,2018-02-25 00:00:00,45,0,2,0,11,1,0,1,1
846,2018-02-26 00:00:00,48,0,2,0,14,1,0,1,2
847,2018-02-27 00:00:00,39,0,2,0,14,1,0,2,2
848,2018-02-28 00:00:00,43,0,2,0,12,1,0,1,2
849,2018-03-01 00:00:00,46,0,3,0,12,1,0,1,2
850,2018-03-02 00:00:00,39,0,2,1,12,1,0,1,2
851,2018-03-03 00:00:00,43,0,2,0,13,1,0,1,1
852,2018-03-04 00:00:00,38,2,3,0,11,1,0,1,1
853,2018-03-05 00:00:00,37,0,3,0,13,1,0,1,2
854,2018-03-06 00:00:00,40,0,2,0,11,1,0,1,2
855,2018-03-07 00:00:00,39,0,2,0,13,1,0,2,2
856,2018-03-08 00:00:00,44,0,2,0,13,1,0,2,2
857,2018-03-09 00:00:00,46,0,2,0,15,1,0,2,2
858,2018-03-10 00:00:00,41,0,2,0,12,1,0,1,1
859,2018-03-11 00:00:00,39,0,2,0,11,1,0,2,0
860,2018-03-12 00:00:00,51,0,3,0,11,1,0,1,2
861,2018-03-13 00:00:00,52,0,2,0,12,1,0,1,2
862,2018-03-14 00:00:00,47,0,3,0,12,1,1,2,2
863,2018-03-15 00:00:00,45,3,2,0,14,1,0,2,2
864,2018-03-16 00:00:00,44,4,2,0,13,1,0,1,2
865,2018-03-17 00:00:00,35,1,2,0,10,1,0,2,0
866,2018-03-18 00:00:00,32,0,3,0,12,1,0,3,0
867,2018-03-19 00:00:00,40,2,3,1,11,1,0,2,2
868,2018-03-20 00:00:00,53,0,2,0,11,1,0,1,2
869,2018-03-21 00:00:00,37,0,2,0,12,1,0,1,2
870,2018-03-22 00:00:00,45,2,2,1,10,1,0,1,2
871,2018-03-23 00:00:00,47,0,2,0,10,1,0,1,3
872,2018-03-24 00:00:00,35,0,1,1,10,1,0,1,1
873,2018-03-25 00:00:00,38,0,1,0,9,1,0,1,1
874,2018-03-26 00:00:00,35,2,2,1,10,1,0,2,2
875,2018-03-27 00:00:00,41,0,2,1,11,1,0,2,2
876,2018-03-28 00:00:00,39,2,2,1,10,1,0,2,2
877,2018-03-29 00:00:00,40,0,4,0,7,1,0,5,4
878,2018-03-30 00:00:00,33,2,5,0,8,1,0,4,2
879,2018-03-31 00:00:00,39,0,3,0,7,0,0,3,1
880,2018-04-01 00:00:00,40,0,3,0,7,1,0,3,1
881,2018-04-02 00:00:00,37,1,4,1,8,1,0,3,6
882,2018-04-03 00:00:00,44,0,4,1,7,1,0,3,5
883,2018-04-04 00:00:00,33,0,3,1,7,1,0,3,6
884,2018-04-05 00:00:00,40,2,3,0,13,1,0,2,4
885,2018-04-06 00:00:00,39,0,3,1,15,1,0,2,5
886,2018-04-07 00:00:00,30,0,3,0,10,1,0,2,2
887,2018-04-08 00:00:00,39,0,2,0,8,0,0,2,1
888,2018-04-09 00:00:00,43,0,3,1,9,1,0,2,4
889,2018-04-10 00:00:00,44,0,2,1,7,1,0,2,5
890,2018-04-11 00:00:00,44,0,2,1,7,1,0,2,4
891,2018-04-12 00:00:00,50,0,3,0,7,0,0,3,4
892,2018-04-13 00:00:00,31,1,3,1,10,1,0,3,3
893,2018-04-14 00:00:00,38,0,3,0,7,1,0,2,1
894,2018-04-15 00:00:00,37,1,3,1,6,1,0,2,1
895,2018-04-16 00:00:00,39,2,2,1,7,0,0,2,3
896,2018-04-17 00:00:00,35,0,2,0,5,0,0,2,4
897,2018-04-18 00:00:00,39,2,2,1,6,0,0,2,4
898,2018-04-19 00:00:00,42,1,3,0,6,0,0,2,3
899,2018-04-20 00:00:00,32,1,2,1,6,0,0,3,3
900,2018-04-21 00:00:00,36,2,4,1,7,1,0,3,1
901,2018-04-22 00:00:00,29,2,3,0,6,0,0,3,1
902,2018-04-23 00:00:00,42,0,4,1,7,1,0,3,3
903,2018-04-24 00:00:00,38,0,4,1,7,0,0,4,4
904,2018-04-25 00:00:00,33,1,3,1,7,1,0,3,5
905,2018-04-26 00:00:00,30,2,3,1,6,0,0,2,4
906,2018-04-27 00:00:00,36,0,4,1,5,0,0,2,3
907,2018-04-28 00:00:00,41,0,3,0,5,0,0,2,1
908,2018-04-29 00:00:00,35,0,3,0,5,0,0,2,1
909,2018-04-30 00:00:00,31,0,3,1,5,1,0,2,3
910,2018-05-01 00:00:00,36,1,2,0,6,0,0,2,4
911,2018-05-02 00:00:00,32,0,3,0,4,0,0,3,3
912,2018-05-03 00:00:00,35,0,6,0,5,1,0,4,4
913,2018-05-04 00:00:00,35,2,4,1,5,1,0,4,3
914,2018-05-05 00:00:00,33,0,3,0,6,1,0,3,1
915,2018-05-06 00:00:00,38,0,3,1,5,0,0,3,1
916,2018-05-07 00:00:00,36,0,6,1,5,1,0,5,3
917,2018-05-08 00:00:00,38,0,4,1,5,1,0,3,3
918,2018-05-09 00:00:00,40,0,4,0,5,0,0,3,3
919,2018-05-10 00:00:00,42,2,3,1,5,1,0,3,3
920,2018-05-11 00:00:00,34,0,3,1,5,1,0,3,4
921,2018-05-12 00:00:00,43,0,2,1,5,0,0,2,1
922,2018-05-13 00:00:00,35,0,3,0,4,0,0,2,1
923,2018-05-14 00:00:00,42,2,3,0,4,0,0,2,3
924,2018-05-15 00:00:00,33,0,2,1,4,0,0,2,3
925,2018-05-16 00:00:00,40,0,3,0,5,0,0,2,3
926,2018-05-17 00:00:00,40,0,3,0,4,0,0,2,3
927,2018-05-18 00:00:00,35,0,3,0,4,0,0,3,3
928,2018-05-19 00:00:00,100,0,3,0,4,0,0,2,1
929,2018-05-20 00:00:00,56,0,2,0,4,0,0,2,1
930,2018-05-21 00:00:00,44,0,2,0,5,0,0,2,3
931,2018-05-22 00:00:00,37,0,3,1,4,1,0,2,3
932,2018-05-23 00:00:00,54,0,3,1,5,0,0,3,3
933,2018-05-24 00:00:00,38,0,4,1,5,0,0,2,3
934,2018-05-25 00:00:00,42,1,2,1,4,0,0,2,3
935,2018-05-26 00:00:00,40,0,3,0,4,0,0,2,1
936,2018-05-27 00:00:00,35,0,2,0,4,0,0,2,1
937,2018-05-28 00:00:00,31,2,3,0,4,0,0,2,1
938,2018-05-29 00:00:00,36,0,2,1,4,0,0,2,3
939,2018-05-30 00:00:00,39,0,3,0,4,0,0,2,3
940,2018-05-31 00:00:00,39,0,3,0,4,1,0,2,4
941,2018-06-01 00:00:00,41,0,2,0,4,0,0,2,3
942,2018-06-02 00:00:00,43,0,2,0,4,0,0,1,1
943,2018-06-03 00:00:00,33,0,2,0,4,0,0,2,1
944,2018-06-04 00:00:00,46,0,2,1,4,0,0,2,3
945,2018-06-05 00:00:00,33,0,2,0,5,0,0,2,4
946,2018-06-06 00:00:00,37,2,3,1,4,0,0,2,4
947,2018-06-07 00:00:00,31,0,2,0,3,0,0,2,4
948,2018-06-08 00:00:00,36,0,2,1,4,0,0,2,3
949,2018-06-09 00:00:00,37,0,2,1,3,0,0,1,1
950,2018-06-10 00:00:00,34,0,3,0,4,0,0,2,1
951,2018-06-11 00:00:00,34,0,3,0,4,0,0,2,3
952,2018-06-12 00:00:00,34,0,3,1,4,0,0,3,4
953,2018-06-13 00:00:00,35,2,3,0,5,0,0,3,4
954,2018-06-14 00:00:00,36,0,3,1,4,0,0,3,3
955,2018-06-15 00:00:00,30,0,1,0,4,0,0,2,3
956,2018-06-16 00:00:00,30,0,2,0,4,0,0,2,1
957,2018-06-17 00:00:00,38,0,1,0,3,0,0,1,1
958,2018-06-18 00:00:00,35,2,2,0,4,0,0,2,3
959,2018-06-19 00:00:00,30,3,2,1,4,0,0,2,4
960,2018-06-20 00:00:00,36,2,3,0,4,0,0,2,4
961,2018-06-21 00:00:00,35,1,2,0,5,0,0,2,3
962,2018-06-22 00:00:00,48,0,2,0,5,0,0,2,3
963,2018-06-23 00:00:00,30,1,2,0,4,0,0,2,1
964,2018-06-24 00:00:00,33,0,2,0,4,0,0,2,1
965,2018-06-25 00:00:00,29,0,1,0,5,0,0,2,4
966,2018-06-26 00:00:00,40,3,2,0,5,0,0,2,3
967,2018-06-27 00:00:00,37,0,2,1,4,0,0,2,4
968,2018-06-28 00:00:00,54,2,2,1,3,0,0,1,3
969,2018-06-29 00:00:00,48,0,3,1,3,0,0,2,3
970,2018-06-30 00:00:00,49,0,2,0,3,0,0,1,1
971,2018-07-01 00:00:00,41,2,1,1,3,0,0,1,1
972,2018-07-02 00:00:00,61,2,2,1,3,0,0,1,2
973,2018-07-03 00:00:00,46,0,3,1,3,0,0,1,2
974,2018-07-04 00:00:00,46,0,2,1,3,0,0,1,1
975,2018-07-05 00:00:00,55,0,3,0,4,0,0,1,3
976,2018-07-06 00:00:00,53,0,2,1,3,0,0,1,3
977,2018-07-07 00:00:00,49,6,2,1,3,0,0,1,1
978,2018-07-08 00:00:00,64,0,2,0,2,0,0,1,1
979,2018-07-09 00:00:00,50,3,2,1,3,0,0,1,3
980,2018-07-10 00:00:00,100,0,3,1,2,0,0,2,3
981,2018-07-11 00:00:00,62,1,3,1,2,0,0,1,3
982,2018-07-12 00:00:00,56,0,2,0,2,0,0,1,3
983,2018-07-13 00:00:00,61,0,2,0,2,0,0,1,3
984,2018-07-14 00:00:00,58,3,3,0,2,0,0,1,1
985,2018-07-15 00:00:00,46,4,2,0,2,0,0,1,1
986,2018-07-16 00:00:00,64,0,4,1,3,0,0,1,3
987,2018-07-17 00:00:00,62,2,3,1,3,0,0,1,3
988,2018-07-18 00:00:00,66,0,2,1,3,0,0,2,3
989,2018-07-19 00:00:00,64,2,3,1,3,0,0,1,3
990,2018-07-20 00:00:00,58,0,3,1,3,0,0,1,3
991,2018-07-21 00:00:00,54,0,2,0,2,0,0,1,1
992,2018-07-22 00:00:00,61,0,2,0,2,0,0,1,1
993,2018-07-23 00:00:00,60,0,3,1,3,0,0,1,3
994,2018-07-24 00:00:00,49,0,2,1,4,0,0,2,3
995,2018-07-25 00:00:00,49,3,2,1,3,0,0,1,3
996,2018-07-26 00:00:00,50,0,2,1,3,0,0,1,4
997,2018-07-27 00:00:00,66,0,2,0,3,0,0,1,3
998,2018-07-28 00:00:00,61,2,1,0,2,0,0,1,1
999,2018-07-29 00:00:00,52,0,2,0,3,0,0,1,1
1000,2018-07-30 00:00:00,60,0,2,0,3,0,0,1,3
1001,2018-07-31 00:00:00,53,0,2,1,3,0,0,1,3
1002,2018-08-01 00:00:00,58,3,2,1,3,0,0,1,3
1003,2018-08-02 00:00:00,56,1,2,1,2,0,0,1,3
1004,2018-08-03 00:00:00,67,0,2,1,3,0,0,1,3
1005,2018-08-04 00:00:00,60,0,2,0,2,0,0,1,1
1006,2018-08-05 00:00:00,53,0,2,0,2,0,0,1,1
1007,2018-08-06 00:00:00,53,0,2,1,2,0,0,2,3
1008,2018-08-07 00:00:00,56,0,2,1,2,0,0,2,3
1009,2018-08-08 00:00:00,58,2,2,1,3,0,0,2,3
1010,2018-08-09 00:00:00,59,0,2,1,3,0,0,2,3
1011,2018-08-10 00:00:00,49,3,2,1,2,0,0,2,3
1012,2018-08-11 00:00:00,54,5,3,1,3,0,0,2,1
1013,2018-08-12 00:00:00,48,0,1,0,2,0,0,1,1
1014,2018-08-13 00:00:00,70,2,3,1,3,0,0,3,2
1015,2018-08-14 00:00:00,49,3,5,1,3,0,0,4,3
1016,2018-08-15 00:00:00,56,0,3,1,2,0,0,2,3
1017,2018-08-16 00:00:00,56,2,3,1,3,0,0,2,3
1018,2018-08-17 00:00:00,47,0,3,1,2,0,0,3,3
1019,2018-08-18 00:00:00,54,2,3,0,2,0,0,2,1
1020,2018-08-19 00:00:00,53,0,2,1,2,0,0,1,1
1021,2018-08-20 00:00:00,48,0,3,0,2,0,0,2,2
1022,2018-08-21 00:00:00,61,0,3,1,2,0,0,1,3
1023,2018-08-22 00:00:00,65,2,2,1,2,0,0,1,3
1024,2018-08-23 00:00:00,66,0,2,1,2,0,0,1,3
1025,2018-08-24 00:00:00,52,2,2,0,2,0,0,1,3
1026,2018-08-25 00:00:00,61,0,2,0,2,0,0,1,1
1027,2018-08-26 00:00:00,51,3,3,1,2,0,0,1,1
1028,2018-08-27 00:00:00,49,3,2,1,2,0,0,1,3
1029,2018-08-28 00:00:00,60,0,3,1,2,0,0,1,4
1030,2018-08-29 00:00:00,61,0,2,1,3,0,0,1,3
1031,2018-08-30 00:00:00,72,2,2,1,3,0,0,1,3
1032,2018-08-31 00:00:00,56,2,1,1,3,0,0,1,2
1033,2018-09-01 00:00:00,55,4,2,0,3,0,0,1,1
1034,2018-09-02 00:00:00,58,0,2,0,2,0,0,1,1
1035,2018-09-03 00:00:00,50,0,2,1,2,0,0,1,1
1036,2018-09-04 00:00:00,48,0,3,1,3,0,0,1,3
1037,2018-09-05 00:00:00,69,2,4,2,3,0,0,2,3
1038,2018-09-06 00:00:00,56,2,3,1,3,0,0,2,3
1039,2018-09-07 00:00:00,47,0,3,1,3,0,0,2,3
1040,2018-09-08 00:00:00,54,0,3,0,2,0,0,2,1
1041,2018-09-09 00:00:00,47,0,3,0,2,0,0,2,1
1042,2018-09-10 00:00:00,56,0,3,1,2,0,0,2,2
1043,2018-09-11 00:00:00,64,4,3,1,3,0,0,2,3
1044,2018-09-12 00:00:00,46,0,4,1,3,0,0,2,2
1045,2018-09-13 00:00:00,59,0,4,1,2,0,0,2,3
1046,2018-09-14 00:00:00,61,0,3,1,3,0,0,2,3
1047,2018-09-15 00:00:00,56,0,3,0,2,0,0,1,1
1048,2018-09-16 00:00:00,59,0,2,0,2,0,0,1,1
1049,2018-09-17 00:00:00,47,2,3,2,2,0,0,1,2
1050,2018-09-18 00:00:00,55,0,3,1,2,0,0,1,2
1051,2018-09-19 00:00:00,66,5,2,1,2,0,0,1,3
1052,2018-09-20 00:00:00,64,0,2,1,2,0,0,1,3
1053,2018-09-21 00:00:00,69,4,3,0,2,0,0,2,3
1054,2018-09-22 00:00:00,49,0,2,0,2,0,0,1,1
1055,2018-09-23 00:00:00,56,0,2,0,2,0,0,1,1
1056,2018-09-24 00:00:00,46,0,3,1,2,0,0,1,2
1057,2018-09-25 00:00:00,51,3,3,1,2,0,0,1,3
1058,2018-09-26 00:00:00,58,0,2,1,2,0,0,1,3
1059,2018-09-27 00:00:00,74,0,2,1,3,0,0,1,3
1060,2018-09-28 00:00:00,69,0,1,0,3,0,0,1,3
1061,2018-09-29 00:00:00,54,4,2,1,3,0,0,1,1
1062,2018-09-30 00:00:00,65,0,2,1,3,0,0,1,1
1063,2018-10-01 00:00:00,60,3,2,0,3,0,0,1,3
1064,2018-10-02 00:00:00,78,10,2,0,3,0,0,1,3
1065,2018-10-03 00:00:00,73,0,2,1,3,0,0,1,3
1066,2018-10-04 00:00:00,75,2,1,1,3,0,0,1,3
1067,2018-10-05 00:00:00,72,0,1,0,3,0,0,1,3
1068,2018-10-06 00:00:00,53,0,1,0,3,0,0,1,1
1069,2018-10-07 00:00:00,51,0,1,1,3,0,0,1,1
1070,2018-10-08 00:00:00,74,0,1,1,3,0,0,1,3
1071,2018-10-09 00:00:00,71,0,1,0,3,0,0,1,3
1072,2018-10-10 00:00:00,73,0,2,1,3,0,0,1,5
1073,2018-10-11 00:00:00,71,11,2,1,3,0,0,2,8
1074,2018-10-12 00:00:00,85,0,1,1,3,0,0,1,6
1075,2018-10-13 00:00:00,70,0,1,1,2,0,0,1,1
1076,2018-10-14 00:00:00,74,3,1,1,3,0,0,1,1
1077,2018-10-15 00:00:00,74,6,2,0,4,0,0,1,4
1078,2018-10-16 00:00:00,88,0,2,0,3,0,0,1,4
1079,2018-10-17 00:00:00,69,3,2,1,3,0,0,1,4
1080,2018-10-18 00:00:00,89,3,2,1,2,0,0,1,4
1081,2018-10-19 00:00:00,76,5,1,1,3,0,0,1,4
1082,2018-10-20 00:00:00,81,0,1,0,3,0,0,1,1
1083,2018-10-21 00:00:00,72,0,1,0,3,0,0,1,1
1084,2018-10-22 00:00:00,76,3,2,1,3,0,0,1,3
1085,2018-10-23 00:00:00,87,0,1,1,3,0,0,1,4
1086,2018-10-24 00:00:00,75,0,1,1,3,0,0,1,5
1087,2018-10-25 00:00:00,65,9,2,1,3,0,0,1,6
1088,2018-10-26 00:00:00,70,4,1,1,3,0,0,1,5
1089,2018-10-27 00:00:00,79,0,1,1,2,0,0,1,2
1090,2018-10-28 00:00:00,87,2,1,0,2,0,0,1,1
1091,2018-10-29 00:00:00,94,4,1,2,2,0,0,1,5
1092,2018-10-30 00:00:00,80,0,2,1,3,0,0,1,5
1093,2018-10-31 00:00:00,69,0,1,1,2,0,0,1,4
1094,2018-11-01 00:00:00,75,3,2,1,2,0,0,1,4
1095,2018-11-02 00:00:00,62,0,1,1,2,0,0,1,4
1096,2018-11-03 00:00:00,65,3,2,0,2,0,0,1,1
1097,2018-11-04 00:00:00,76,0,2,1,2,0,0,1,1
1098,2018-11-05 00:00:00,69,2,2,1,3,0,0,1,3
1099,2018-11-06 00:00:00,84,4,1,1,3,0,0,1,3
1100,2018-11-07 00:00:00,71,0,2,1,2,0,0,1,4
1101,2018-11-08 00:00:00,79,0,2,1,2,0,0,1,4
1102,2018-11-09 00:00:00,72,4,1,1,2,0,0,1,3
1103,2018-11-10 00:00:00,85,4,1,0,2,1,0,1,1
1104,2018-11-11 00:00:00,77,2,1,0,2,1,0,1,1
1105,2018-11-12 00:00:00,79,4,1,1,3,0,0,1,3
1106,2018-11-13 00:00:00,86,0,1,1,3,0,0,1,4
1107,2018-11-14 00:00:00,79,8,2,1,3,0,0,1,3
1108,2018-11-15 00:00:00,76,0,2,1,4,1,0,1,3
1109,2018-11-16 00:00:00,72,2,2,1,3,0,0,1,3
1110,2018-11-17 00:00:00,96,0,1,0,3,0,0,1,1
1111,2018-11-18 00:00:00,75,0,1,0,3,0,0,1,1
1112,2018-11-19 00:00:00,73,0,2,1,4,0,0,1,3
1113,2018-11-20 00:00:00,71,0,3,2,5,0,0,2,5
1114,2018-11-21 00:00:00,78,6,1,1,4,0,0,1,4
1115,2018-11-22 00:00:00,62,8,1,1,4,0,0,1,1
1116,2018-11-23 00:00:00,77,0,2,1,4,0,0,1,2
1117,2018-11-24 00:00:00,85,2,2,0,4,0,0,1,1
1118,2018-11-25 00:00:00,69,0,2,0,5,0,0,2,1
1119,2018-11-26 00:00:00,80,3,2,2,5,0,0,1,3
1120,2018-11-27 00:00:00,100,0,2,1,4,0,0,1,4
1121,2018-11-28 00:00:00,70,0,2,1,5,0,0,1,4
1122,2018-11-29 00:00:00,83,2,2,1,4,0,0,1,4
1123,2018-11-30 00:00:00,68,3,1,1,4,0,0,1,3
1124,2018-12-01 00:00:00,78,0,1,0,3,0,0,1,1
1125,2018-12-02 00:00:00,73,0,1,1,3,0,0,1,1
1126,2018-12-03 00:00:00,86,0,1,1,3,0,0,1,4
1127,2018-12-04 00:00:00,79,0,1,1,3,0,0,1,4
1128,2018-12-05 00:00:00,71,0,2,1,3,0,0,1,3
1129,2018-12-06 00:00:00,65,2,2,1,3,0,0,1,5
1130,2018-12-07 00:00:00,77,4,3,1,4,0,0,2,4
1131,2018-12-08 00:00:00,68,0,1,1,4,0,0,1,2
1132,2018-12-09 00:00:00,82,0,1,1,3,0,0,1,1
1133,2018-12-10 00:00:00,87,4,2,1,4,0,0,1,5
1134,2018-12-11 00:00:00,84,5,2,1,3,0,0,1,4
1135,2018-12-12 00:00:00,79,0,2,1,3,0,0,1,4
1136,2018-12-13 00:00:00,78,5,1,1,3,0,0,1,3
1137,2018-12-14 00:00:00,73,0,1,1,3,0,0,1,4
1138,2018-12-15 00:00:00,66,0,1,0,3,0,0,1,2
1139,2018-12-16 00:00:00,66,0,1,0,3,0,0,1,1
1140,2018-12-17 00:00:00,68,5,2,1,3,0,0,1,4
1141,2018-12-18 00:00:00,70,0,1,1,4,0,0,1,5
1142,2018-12-19 00:00:00,71,3,2,1,4,0,0,1,5
1143,2018-12-20 00:00:00,82,0,2,2,4,0,0,1,6
1144,2018-12-21 00:00:00,61,4,1,2,3,0,0,1,7
1145,2018-12-22 00:00:00,73,0,2,1,3,0,0,1,3
1146,2018-12-23 00:00:00,72,3,2,0,3,0,0,1,1
1147,2018-12-24 00:00:00,71,3,2,1,4,0,0,2,6
1148,2018-12-25 00:00:00,77,0,2,2,3,0,0,1,3
1149,2018-12-26 00:00:00,64,0,2,1,3,0,0,1,8
1150,2018-12-27 00:00:00,80,6,1,1,4,0,0,1,8
1151,2018-12-28 00:00:00,82,2,1,1,4,0,0,1,6
1152,2018-12-29 00:00:00,58,0,1,0,4,0,0,1,2
1153,2018-12-30 00:00:00,70,4,1,0,4,0,0,1,1
1154,2018-12-31 00:00:00,51,0,1,0,4,0,0,1,5
1155,2019-01-01 00:00:00,65,5,1,0,4,0,0,1,3
1156,2019-01-02 00:00:00,70,3,2,1,4,1,0,2,6
1157,2019-01-03 00:00:00,64,10,2,1,4,1,0,2,7
1158,2019-01-04 00:00:00,71,2,2,0,3,0,0,1,7
1159,2019-01-05 00:00:00,81,14,1,0,4,1,0,1,2
1160,2019-01-06 00:00:00,68,0,1,1,4,0,0,1,1
1161,2019-01-07 00:00:00,86,0,1,1,4,0,0,1,5
1162,2019-01-08 00:00:00,78,0,1,1,4,1,0,2,5
1163,2019-01-09 00:00:00,96,6,1,0,4,1,0,1,5
1164,2019-01-10 00:00:00,100,0,2,0,4,0,0,1,5
1165,2019-01-11 00:00:00,71,5,1,1,4,0,0,1,4
1166,2019-01-12 00:00:00,81,0,0,0,3,1,0,1,2
1167,2019-01-13 00:00:00,83,0,1,0,3,0,0,1,1
1168,2019-01-14 00:00:00,91,3,1,0,4,0,0,1,4
1169,2019-01-15 00:00:00,69,0,1,1,3,1,0,1,4
1170,2019-01-16 00:00:00,87,0,2,0,4,0,0,1,5
1171,2019-01-17 00:00:00,73,0,1,1,4,0,0,1,5
1172,2019-01-18 00:00:00,77,0,1,0,3,1,0,1,4
1173,2019-01-19 00:00:00,90,0,1,0,3,0,0,1,2
1174,2019-01-20 00:00:00,93,0,1,0,3,0,0,1,1
1175,2019-01-21 00:00:00,78,0,1,1,3,0,0,1,2
1176,2019-01-22 00:00:00,74,0,1,1,3,0,0,1,4
1177,2019-01-23 00:00:00,80,0,1,1,3,0,0,1,4
1178,2019-01-24 00:00:00,82,3,1,0,3,0,0,1,4
1179,2019-01-25 00:00:00,85,3,1,0,3,0,0,1,4
1180,2019-01-26 00:00:00,73,0,1,0,3,0,0,1,1
1181,2019-01-27 00:00:00,87,0,1,0,3,0,0,1,1
1182,2019-01-28 00:00:00,81,5,1,1,4,0,0,1,4
1183,2019-01-29 00:00:00,85,0,1,1,3,0,0,1,3
1184,2019-01-30 00:00:00,72,6,1,0,4,0,0,1,4
1185,2019-01-31 00:00:00,81,5,1,1,3,0,0,1,4
1186,2019-02-01 00:00:00,66,0,1,1,3,0,0,1,4
1187,2019-02-02 00:00:00,67,0,1,0,3,0,0,1,1
1188,2019-02-03 00:00:00,61,0,0,1,3,0,0,1,1
1189,2019-02-04 00:00:00,69,8,1,0,3,0,0,1,4
1190,2019-02-05 00:00:00,66,5,1,1,3,0,0,1,4
1191,2019-02-06 00:00:00,68,0,1,1,5,0,0,1,4
1192,2019-02-07 00:00:00,85,0,1,0,4,0,0,1,3
1193,2019-02-08 00:00:00,80,0,1,0,4,0,0,1,3
1194,2019-02-09 00:00:00,72,0,1,0,3,0,0,1,2
1195,2019-02-10 00:00:00,77,0,1,0,3,0,0,1,1
1196,2019-02-11 00:00:00,72,0,1,0,4,1,0,1,3
1197,2019-02-12 00:00:00,71,3,1,0,3,0,0,1,4
1198,2019-02-13 00:00:00,65,0,1,0,4,0,0,1,4
1199,2019-02-14 00:00:00,72,3,1,1,3,0,0,1,3
1200,2019-02-15 00:00:00,70,2,1,1,3,0,0,1,4
1201,2019-02-16 00:00:00,82,2,1,0,3,0,0,1,1
1202,2019-02-17 00:00:00,74,0,1,1,3,0,0,1,1
1203,2019-02-18 00:00:00,77,4,2,1,4,1,0,2,2
1204,2019-02-19 00:00:00,70,4,1,1,5,0,0,1,4
1205,2019-02-20 00:00:00,76,3,1,0,4,1,0,1,4
1206,2019-02-21 00:00:00,75,0,1,0,4,0,0,1,4
1207,2019-02-22 00:00:00,85,0,1,1,4,0,0,1,4
1208,2019-02-23 00:00:00,77,0,1,1,3,0,0,1,2
1209,2019-02-24 00:00:00,73,0,1,0,4,0,0,1,1
1210,2019-02-25 00:00:00,82,5,1,1,4,0,0,1,4
1211,2019-02-26 00:00:00,70,0,1,0,3,0,0,1,4
1212,2019-02-27 00:00:00,77,0,1,1,3,0,0,1,4
1213,2019-02-28 00:00:00,73,0,2,0,3,0,0,1,3
1214,2019-03-01 00:00:00,73,0,2,1,3,0,0,1,4
1215,2019-03-02 00:00:00,74,0,1,0,3,0,0,1,2
1216,2019-03-03 00:00:00,66,0,1,0,3,0,0,1,1
1217,2019-03-04 00:00:00,67,0,1,1,3,0,0,1,3
1218,2019-03-05 00:00:00,65,6,1,1,3,0,0,1,4
1219,2019-03-06 00:00:00,75,2,1,0,3,0,0,1,4
1220,2019-03-07 00:00:00,81,5,1,0,3,0,0,1,3
1221,2019-03-08 00:00:00,70,5,1,0,3,0,0,1,3
1222,2019-03-09 00:00:00,69,0,1,0,3,0,0,1,1
1223,2019-03-10 00:00:00,54,0,1,0,3,0,0,0,1
1224,2019-03-11 00:00:00,90,3,1,1,3,0,0,1,3
1225,2019-03-12 00:00:00,76,0,1,0,3,0,0,1,4
1226,2019-03-13 00:00:00,69,0,1,0,3,0,0,1,4
1227,2019-03-14 00:00:00,73,2,1,0,3,0,0,1,3
1228,2019-03-15 00:00:00,66,2,0,0,3,0,0,1,4
1229,2019-03-16 00:00:00,73,5,1,0,3,0,0,1,1
1230,2019-03-17 00:00:00,58,4,1,0,3,0,0,1,1
1231,2019-03-18 00:00:00,74,2,1,0,3,0,0,1,3
1232,2019-03-19 00:00:00,63,4,1,1,3,0,0,1,4
1233,2019-03-20 00:00:00,62,2,1,1,3,0,0,1,4
1234,2019-03-21 00:00:00,85,3,1,0,4,0,0,1,4
1235,2019-03-22 00:00:00,66,0,1,1,3,0,0,1,4
1236,2019-03-23 00:00:00,69,0,0,0,3,0,0,1,1
