,Date,Japan_Gold(trend),Japan_S&P500(trend),DE_Ethereum(trend),DE_S&P500(trend),IN_Bitcoin(trend),IN_Ethereum(trend),IN_S&P500(trend),US_Ethereum(trend),US_S&P500(trend)
404,2016-12-11 00:00:00,85,0,0,0,1,0,0,0,1
405,2016-12-12 00:00:00,71,0,0,0,1,0,0,0,2
406,2016-12-13 00:00:00,92,0,1,1,1,0,0,0,2
407,2016-12-14 00:00:00,80,0,0,1,1,0,0,0,2
408,2016-12-15 00:00:00,77,0,1,1,1,0,0,0,2
409,2016-12-16 00:00:00,95,0,0,0,1,0,0,0,2
410,2016-12-17 00:00:00,79,0,0,0,1,0,0,0,1
411,2016-12-18 00:00:00,98,0,0,1,1,0,0,0,1
412,2016-12-19 00:00:00,81,0,0,0,1,0,0,0,2
413,2016-12-20 00:00:00,86,0,0,0,1,0,0,0,2
414,2016-12-21 00:00:00,71,0,0,1,1,0,0,0,2
415,2016-12-22 00:00:00,69,0,0,1,1,0,0,0,2
416,2016-12-23 00:00:00,90,7,0,1,1,0,0,0,2
417,2016-12-24 00:00:00,88,0,0,0,1,0,0,0,1
418,2016-12-25 00:00:00,75,0,1,0,1,0,0,0,0
419,2016-12-26 00:00:00,85,0,0,1,1,0,0,0,1
420,2016-12-27 00:00:00,89,0,0,0,1,0,0,0,2
421,2016-12-28 00:00:00,100,0,1,1,1,0,0,0,2
422,2016-12-29 00:00:00,97,0,1,0,4,0,0,0,2
423,2016-12-30 00:00:00,73,6,0,1,3,0,0,0,2
424,2016-12-31 00:00:00,96,2,0,0,2,0,0,0,1
425,2017-01-01 00:00:00,73,4,0,0,3,0,0,0,1
426,2017-01-02 00:00:00,90,4,0,0,4,0,0,0,1
427,2017-01-03 00:00:00,84,0,1,1,5,0,0,0,2
428,2017-01-04 00:00:00,97,0,1,1,5,0,0,1,2
429,2017-01-05 00:00:00,91,0,1,1,7,0,0,1,2
430,2017-01-06 00:00:00,93,0,1,0,6,0,0,0,2
431,2017-01-07 00:00:00,100,0,1,1,6,0,0,0,1
432,2017-01-08 00:00:00,96,0,0,0,5,0,0,0,1
433,2017-01-09 00:00:00,84,0,1,1,5,0,0,0,2
434,2017-01-10 00:00:00,98,2,1,0,4,0,0,0,2
435,2017-01-11 00:00:00,75,0,0,1,5,0,0,0,2
436,2017-01-12 00:00:00,72,0,0,1,4,0,0,0,2
437,2017-01-13 00:00:00,78,0,0,1,5,0,0,0,2
438,2017-01-14 00:00:00,86,0,0,1,4,0,0,0,1
439,2017-01-15 00:00:00,88,0,1,0,4,0,0,0,1
440,2017-01-16 00:00:00,80,0,0,1,4,0,0,0,1
441,2017-01-17 00:00:00,82,0,0,1,4,0,0,0,2
442,2017-01-18 00:00:00,87,2,1,1,4,0,0,0,2
443,2017-01-19 00:00:00,71,0,1,0,4,0,0,0,2
444,2017-01-20 00:00:00,80,2,1,0,4,0,0,0,2
445,2017-01-21 00:00:00,79,0,0,0,4,0,0,0,1
446,2017-01-22 00:00:00,74,0,1,0,4,0,0,0,1
447,2017-01-23 00:00:00,72,0,0,1,4,0,0,0,2
448,2017-01-24 00:00:00,90,4,0,1,4,0,0,0,2
449,2017-01-25 00:00:00,90,5,1,1,4,0,0,0,3
450,2017-01-26 00:00:00,79,5,1,1,4,0,0,0,3
451,2017-01-27 00:00:00,67,0,1,1,4,0,0,0,2
452,2017-01-28 00:00:00,85,0,0,0,4,0,0,0,1
453,2017-01-29 00:00:00,85,6,0,1,4,0,0,0,1
454,2017-01-30 00:00:00,71,0,1,0,4,0,0,0,2
455,2017-01-31 00:00:00,68,3,0,0,4,0,0,0,3
456,2017-02-01 00:00:00,78,0,1,0,5,0,0,0,2
457,2017-02-02 00:00:00,76,9,0,0,5,0,0,0,2
458,2017-02-03 00:00:00,77,0,0,0,5,0,0,0,2
459,2017-02-04 00:00:00,74,0,0,0,4,0,0,0,1
460,2017-02-05 00:00:00,70,2,0,1,5,0,0,0,1
461,2017-02-06 00:00:00,77,0,1,0,5,0,0,0,2
462,2017-02-07 00:00:00,77,0,1,1,4,0,0,0,2
463,2017-02-08 00:00:00,78,0,0,0,4,0,0,0,2
464,2017-02-09 00:00:00,72,0,1,0,5,0,0,0,2
465,2017-02-10 00:00:00,78,3,0,1,4,0,0,0,2
466,2017-02-11 00:00:00,85,0,1,0,4,0,0,0,1
467,2017-02-12 00:00:00,64,0,1,0,4,0,0,0,1
468,2017-02-13 00:00:00,87,0,0,0,4,0,0,0,2
469,2017-02-14 00:00:00,67,0,1,1,4,0,0,1,2
470,2017-02-15 00:00:00,73,0,1,1,4,0,0,0,3
471,2017-02-16 00:00:00,71,0,1,1,4,0,0,0,3
472,2017-02-17 00:00:00,67,0,1,1,4,0,0,0,2
473,2017-02-18 00:00:00,81,0,0,0,4,0,0,0,1
474,2017-02-19 00:00:00,84,0,0,0,4,0,0,0,1
475,2017-02-20 00:00:00,78,0,1,1,4,0,0,0,1
476,2017-02-21 00:00:00,77,0,1,1,5,0,0,0,2
477,2017-02-22 00:00:00,73,0,0,0,5,0,0,0,3
478,2017-02-23 00:00:00,70,0,0,1,5,0,0,0,3
479,2017-02-24 00:00:00,75,0,1,0,6,0,0,0,2
480,2017-02-25 00:00:00,74,0,0,0,5,0,0,0,1
481,2017-02-26 00:00:00,73,0,1,1,6,0,0,0,1
482,2017-02-27 00:00:00,83,0,1,1,5,0,0,1,2
483,2017-02-28 00:00:00,87,0,1,0,5,0,0,1,2
484,2017-03-01 00:00:00,77,0,1,0,6,0,0,1,3
485,2017-03-02 00:00:00,72,0,2,1,7,0,0,1,3
486,2017-03-03 00:00:00,84,4,2,1,10,1,0,1,2
487,2017-03-04 00:00:00,70,0,1,0,8,0,0,1,1
488,2017-03-05 00:00:00,75,0,1,0,7,0,0,1,1
489,2017-03-06 00:00:00,82,3,1,0,6,0,0,1,2
490,2017-03-07 00:00:00,70,0,2,1,7,0,0,1,2
491,2017-03-08 00:00:00,76,0,1,1,6,0,0,1,3
492,2017-03-09 00:00:00,61,0,1,1,6,0,0,1,2
493,2017-03-10 00:00:00,63,3,1,0,6,0,0,1,2
494,2017-03-11 00:00:00,77,3,0,0,6,0,0,1,1
495,2017-03-12 00:00:00,67,0,1,1,5,1,0,1,1
496,2017-03-13 00:00:00,74,3,3,0,6,0,0,2,2
497,2017-03-14 00:00:00,71,0,2,0,5,0,0,1,2
498,2017-03-15 00:00:00,66,0,2,0,6,0,0,2,2
499,2017-03-16 00:00:00,77,0,3,0,5,0,0,3,2
500,2017-03-17 00:00:00,78,2,6,0,5,1,0,3,2
501,2017-03-18 00:00:00,76,2,4,1,6,1,0,2,1
502,2017-03-19 00:00:00,68,0,2,0,7,0,0,2,1
503,2017-03-20 00:00:00,65,0,2,0,6,1,0,2,2
504,2017-03-21 00:00:00,65,0,2,0,6,0,0,1,3
505,2017-03-22 00:00:00,67,0,2,0,7,0,0,1,3
506,2017-03-23 00:00:00,68,4,2,1,8,1,0,1,3
507,2017-03-24 00:00:00,70,0,2,1,7,0,0,1,2
508,2017-03-25 00:00:00,65,0,2,0,7,1,0,2,1
509,2017-03-26 00:00:00,66,0,2,0,6,0,0,1,1
510,2017-03-27 00:00:00,69,3,2,1,6,0,0,1,3
511,2017-03-28 00:00:00,77,0,2,0,6,0,0,1,2
512,2017-03-29 00:00:00,64,0,2,1,6,0,0,1,2
513,2017-03-30 00:00:00,69,0,2,0,4,0,0,1,2
514,2017-03-31 00:00:00,78,0,2,0,4,0,0,1,2
515,2017-04-01 00:00:00,88,0,1,0,5,0,0,1,1
516,2017-04-02 00:00:00,64,5,3,0,5,0,0,1,1
517,2017-04-03 00:00:00,76,0,2,1,4,0,0,1,2
518,2017-04-04 00:00:00,85,0,1,1,5,0,0,1,2
519,2017-04-05 00:00:00,69,0,2,0,4,0,0,1,3
520,2017-04-06 00:00:00,72,0,2,1,4,0,0,1,2
521,2017-04-07 00:00:00,72,0,2,0,4,0,0,1,3
522,2017-04-08 00:00:00,62,0,1,0,4,0,0,1,1
523,2017-04-09 00:00:00,79,2,1,0,4,0,0,1,1
524,2017-04-10 00:00:00,76,0,2,0,4,0,0,1,2
525,2017-04-11 00:00:00,78,0,1,0,4,0,0,1,3
526,2017-04-12 00:00:00,86,0,1,0,4,0,0,1,2
527,2017-04-13 00:00:00,71,0,2,1,4,0,0,1,2
528,2017-04-14 00:00:00,88,0,1,0,4,0,0,1,1
529,2017-04-15 00:00:00,79,0,2,0,4,0,0,1,1
530,2017-04-16 00:00:00,85,0,1,0,3,0,0,1,1
531,2017-04-17 00:00:00,88,0,1,0,5,0,0,1,2
532,2017-04-18 00:00:00,85,2,2,0,4,0,0,1,3
533,2017-04-19 00:00:00,82,0,1,1,4,0,0,1,3
534,2017-04-20 00:00:00,85,0,2,1,4,0,0,1,2
535,2017-04-21 00:00:00,81,0,2,0,4,0,0,1,2
536,2017-04-22 00:00:00,89,0,1,0,4,0,0,1,1
537,2017-04-23 00:00:00,77,0,1,0,4,0,0,1,1
538,2017-04-24 00:00:00,90,2,2,1,4,0,0,1,3
539,2017-04-25 00:00:00,79,0,1,0,4,0,0,1,3
540,2017-04-26 00:00:00,82,0,2,0,4,0,0,1,3
541,2017-04-27 00:00:00,75,0,2,1,4,0,0,2,3
542,2017-04-28 00:00:00,72,0,2,1,4,0,0,3,2
543,2017-04-29 00:00:00,88,0,3,1,4,0,0,2,1
544,2017-04-30 00:00:00,75,0,2,0,4,1,0,2,1
545,2017-05-01 00:00:00,78,3,4,1,4,0,0,4,3
546,2017-05-02 00:00:00,71,0,4,1,4,0,0,3,3
547,2017-05-03 00:00:00,79,2,3,0,5,1,0,2,2
548,2017-05-04 00:00:00,70,0,5,0,7,1,0,4,2
549,2017-05-05 00:00:00,81,5,5,0,6,0,0,4,2
550,2017-05-06 00:00:00,88,4,3,0,7,1,0,2,1
551,2017-05-07 00:00:00,81,0,3,0,7,0,0,2,1
552,2017-05-08 00:00:00,77,0,3,0,7,1,0,3,2
553,2017-05-09 00:00:00,73,4,4,0,8,1,0,3,3
554,2017-05-10 00:00:00,71,2,2,1,7,0,0,2,2
555,2017-05-11 00:00:00,74,0,3,0,8,0,0,2,3
556,2017-05-12 00:00:00,87,0,3,1,7,1,0,2,2
557,2017-05-13 00:00:00,69,0,3,0,9,0,0,2,1
558,2017-05-14 00:00:00,64,0,2,0,8,0,0,2,1
559,2017-05-15 00:00:00,96,0,3,0,16,0,0,2,2
560,2017-05-16 00:00:00,76,0,1,0,19,1,0,2,2
561,2017-05-17 00:00:00,79,0,3,2,14,0,0,2,3
562,2017-05-18 00:00:00,100,4,2,1,12,1,0,2,3
563,2017-05-19 00:00:00,79,4,4,0,10,1,0,5,2
564,2017-05-20 00:00:00,69,0,4,0,9,1,0,4,1
565,2017-05-21 00:00:00,69,0,5,0,9,1,0,4,1
566,2017-05-22 00:00:00,72,0,10,1,10,1,0,11,2
567,2017-05-23 00:00:00,73,0,8,1,14,1,0,8,3
568,2017-05-24 00:00:00,84,0,9,0,14,2,0,10,3
569,2017-05-25 00:00:00,88,0,11,0,19,2,0,12,3
570,2017-05-26 00:00:00,82,2,7,0,19,1,0,8,3
571,2017-05-27 00:00:00,68,0,7,0,16,2,0,6,1
572,2017-05-28 00:00:00,71,0,5,1,12,1,0,5,1
573,2017-05-29 00:00:00,77,0,6,0,11,1,0,5,1
574,2017-05-30 00:00:00,79,0,9,1,10,1,0,7,2
575,2017-05-31 00:00:00,69,2,10,0,9,1,0,9,2
576,2017-06-01 00:00:00,78,0,8,0,9,1,0,8,2
577,2017-06-02 00:00:00,88,0,7,0,8,1,0,6,3
578,2017-06-03 00:00:00,71,0,4,0,8,1,0,5,1
579,2017-06-04 00:00:00,82,0,9,0,7,1,0,6,1
580,2017-06-05 00:00:00,94,0,10,0,8,1,0,7,3
581,2017-06-06 00:00:00,84,0,12,0,11,1,0,9,2
582,2017-06-07 00:00:00,80,0,10,1,9,1,0,7,2
583,2017-06-08 00:00:00,92,0,10,1,8,1,0,6,3
584,2017-06-09 00:00:00,85,0,11,1,7,1,0,8,3
585,2017-06-10 00:00:00,76,0,13,1,8,1,0,10,1
586,2017-06-11 00:00:00,87,0,17,0,8,2,0,11,1
587,2017-06-12 00:00:00,70,0,19,0,9,2,0,16,2
588,2017-06-13 00:00:00,75,3,17,1,8,2,0,13,2
589,2017-06-14 00:00:00,75,0,16,0,8,2,0,12,2
590,2017-06-15 00:00:00,68,0,18,0,9,2,0,13,2
591,2017-06-16 00:00:00,76,0,18,1,9,1,0,9,2
592,2017-06-17 00:00:00,71,2,13,0,8,1,0,7,1
593,2017-06-18 00:00:00,65,0,15,1,5,1,0,7,1
594,2017-06-19 00:00:00,74,0,15,1,7,1,0,7,3
595,2017-06-20 00:00:00,78,3,16,1,7,1,0,9,3
596,2017-06-21 00:00:00,74,0,18,1,8,1,0,12,3
597,2017-06-22 00:00:00,53,0,19,0,7,2,0,12,2
598,2017-06-23 00:00:00,84,0,14,0,7,1,0,9,2
599,2017-06-24 00:00:00,69,0,11,0,7,1,0,7,1
600,2017-06-25 00:00:00,68,0,12,1,7,1,0,10,1
601,2017-06-26 00:00:00,73,0,20,1,8,2,0,12,2
602,2017-06-27 00:00:00,91,0,14,0,9,2,0,10,2
603,2017-06-28 00:00:00,82,3,13,1,8,1,0,9,3
604,2017-06-29 00:00:00,71,0,7,1,6,1,0,6,2
605,2017-06-30 00:00:00,71,3,7,1,5,1,0,5,2
606,2017-07-01 00:00:00,67,0,7,0,6,1,0,4,1
607,2017-07-02 00:00:00,86,2,6,0,6,1,0,4,0
608,2017-07-03 00:00:00,80,0,7,0,5,1,0,4,2
609,2017-07-04 00:00:00,63,2,6,0,6,1,0,4,1
610,2017-07-05 00:00:00,70,0,6,0,5,1,0,4,2
611,2017-07-06 00:00:00,74,2,7,0,5,1,0,4,2
612,2017-07-07 00:00:00,66,0,7,0,6,1,0,5,2
613,2017-07-08 00:00:00,100,0,6,1,6,1,0,4,1
614,2017-07-09 00:00:00,69,0,6,0,5,1,0,3,1
615,2017-07-10 00:00:00,66,0,8,0,6,1,0,6,2
616,2017-07-11 00:00:00,62,0,11,0,7,2,0,8,2
617,2017-07-12 00:00:00,62,0,8,0,7,1,0,6,2
618,2017-07-13 00:00:00,82,0,7,1,7,1,0,4,2
619,2017-07-14 00:00:00,71,0,7,0,6,1,0,4,2
620,2017-07-15 00:00:00,70,4,7,0,8,1,0,4,1
621,2017-07-16 00:00:00,80,6,9,0,8,1,0,6,1
622,2017-07-17 00:00:00,71,0,8,0,7,1,0,5,2
623,2017-07-18 00:00:00,69,0,9,0,7,1,0,6,2
624,2017-07-19 00:00:00,66,0,8,1,7,1,0,5,2
625,2017-07-20 00:00:00,74,4,6,0,7,1,0,4,2
626,2017-07-21 00:00:00,72,0,7,0,7,1,0,4,2
627,2017-07-22 00:00:00,63,0,3,0,7,1,0,3,1
628,2017-07-23 00:00:00,72,0,4,0,7,1,0,3,1
629,2017-07-24 00:00:00,70,2,4,0,6,1,0,3,2
630,2017-07-25 00:00:00,67,0,5,1,7,1,0,3,2
631,2017-07-26 00:00:00,57,3,4,0,7,1,0,3,2
632,2017-07-27 00:00:00,64,0,5,0,7,1,0,3,2
633,2017-07-28 00:00:00,68,0,3,0,7,1,0,3,2
634,2017-07-29 00:00:00,74,2,3,0,6,1,0,3,1
635,2017-07-30 00:00:00,77,3,4,0,7,1,0,3,0
636,2017-07-31 00:00:00,71,4,5,0,7,1,0,3,2
637,2017-08-01 00:00:00,73,0,7,1,8,1,0,4,2
638,2017-08-02 00:00:00,73,3,4,0,9,1,0,3,3
639,2017-08-03 00:00:00,72,0,4,0,7,1,0,3,2
640,2017-08-04 00:00:00,59,0,4,0,6,1,0,3,2
641,2017-08-05 00:00:00,77,0,5,0,9,1,0,3,1
642,2017-08-06 00:00:00,53,0,5,0,8,1,0,3,0
643,2017-08-07 00:00:00,72,0,6,0,8,1,0,4,2
644,2017-08-08 00:00:00,76,0,5,0,11,1,0,4,2
645,2017-08-09 00:00:00,72,0,6,0,8,1,0,5,2
646,2017-08-10 00:00:00,67,0,6,0,9,1,0,4,3
647,2017-08-11 00:00:00,81,0,5,0,8,1,0,4,2
648,2017-08-12 00:00:00,63,2,5,0,11,1,0,4,1
649,2017-08-13 00:00:00,61,0,6,0,13,1,0,4,1
650,2017-08-14 00:00:00,74,3,7,0,12,1,0,5,2
651,2017-08-15 00:00:00,77,4,5,0,13,1,0,4,2
652,2017-08-16 00:00:00,71,0,5,0,12,1,0,4,2
653,2017-08-17 00:00:00,82,4,6,0,12,1,0,4,2
654,2017-08-18 00:00:00,68,0,4,0,11,1,0,3,2
655,2017-08-19 00:00:00,58,0,4,0,11,1,0,3,1
656,2017-08-20 00:00:00,63,0,4,0,11,1,0,2,0
657,2017-08-21 00:00:00,86,0,5,0,12,1,0,4,2
658,2017-08-22 00:00:00,66,4,5,1,12,1,0,3,2
659,2017-08-23 00:00:00,71,0,6,0,10,1,0,4,2
660,2017-08-24 00:00:00,88,0,5,0,9,1,0,3,2
661,2017-08-25 00:00:00,73,3,6,1,12,1,0,3,2
662,2017-08-26 00:00:00,58,3,4,0,12,1,0,3,0
663,2017-08-27 00:00:00,83,2,4,1,10,1,0,2,0
664,2017-08-28 00:00:00,84,3,7,0,10,1,0,3,2
665,2017-08-29 00:00:00,76,0,7,0,12,1,0,4,2
666,2017-08-30 00:00:00,89,2,7,0,13,1,0,4,2
667,2017-08-31 00:00:00,76,2,6,0,15,2,0,4,2
668,2017-09-01 00:00:00,87,0,6,0,13,2,0,4,2
669,2017-09-02 00:00:00,78,0,7,0,16,1,0,4,1
670,2017-09-03 00:00:00,74,0,7,0,15,1,0,3,1
671,2017-09-04 00:00:00,90,3,8,0,15,1,0,5,1
672,2017-09-05 00:00:00,80,0,7,0,16,1,0,4,2
673,2017-09-06 00:00:00,74,0,5,1,14,1,0,3,2
674,2017-09-07 00:00:00,82,0,4,0,14,1,0,3,2
675,2017-09-08 00:00:00,74,0,5,0,13,1,0,3,2
676,2017-09-09 00:00:00,68,0,4,0,13,1,0,2,1
677,2017-09-10 00:00:00,74,0,4,0,16,1,0,2,0
678,2017-09-11 00:00:00,68,0,4,0,14,1,0,3,2
679,2017-09-12 00:00:00,83,0,3,0,13,1,0,3,2
680,2017-09-13 00:00:00,79,12,5,0,17,1,0,4,2
681,2017-09-14 00:00:00,75,3,6,0,21,1,0,4,2
682,2017-09-15 00:00:00,91,0,7,1,24,2,0,4,2
683,2017-09-16 00:00:00,78,3,5,0,19,1,0,2,1
684,2017-09-17 00:00:00,73,0,3,0,15,1,0,2,1
685,2017-09-18 00:00:00,72,0,4,0,16,1,0,3,2
686,2017-09-19 00:00:00,81,0,4,0,15,1,0,3,2
687,2017-09-20 00:00:00,87,4,4,0,12,1,0,2,2
688,2017-09-21 00:00:00,67,0,3,1,11,1,0,2,2
689,2017-09-22 00:00:00,96,0,4,0,12,1,0,2,2
690,2017-09-23 00:00:00,87,4,3,0,9,1,0,2,1
691,2017-09-24 00:00:00,72,3,3,1,10,1,0,2,0
692,2017-09-25 00:00:00,73,0,3,0,9,1,0,2,2
693,2017-09-26 00:00:00,89,0,3,0,9,1,0,2,2
694,2017-09-27 00:00:00,76,0,4,1,9,1,0,2,2
695,2017-09-28 00:00:00,38,0,1,0,7,0,0,1,1
696,2017-09-29 00:00:00,30,0,1,0,7,0,0,1,1
697,2017-09-30 00:00:00,35,0,1,0,7,1,0,1,0
698,2017-10-01 00:00:00,37,1,1,0,8,1,0,1,0
699,2017-10-02 00:00:00,34,2,1,0,10,0,0,1,1
700,2017-10-03 00:00:00,42,0,1,0,7,1,0,1,1
701,2017-10-04 00:00:00,35,1,1,0,7,0,0,1,1
702,2017-10-05 00:00:00,34,0,1,0,6,0,0,1,1
703,2017-10-06 00:00:00,40,0,1,0,7,1,0,1,1
704,2017-10-07 00:00:00,32,0,1,0,6,0,0,1,0
705,2017-10-08 00:00:00,38,0,1,0,6,0,0,1,0
706,2017-10-09 00:00:00,39,0,1,0,7,1,0,1,1
707,2017-10-10 00:00:00,35,0,1,0,8,1,0,1,1
708,2017-10-11 00:00:00,34,0,1,0,8,1,0,1,1
709,2017-10-12 00:00:00,37,0,2,0,9,1,0,1,1
710,2017-10-13 00:00:00,40,0,2,0,12,1,0,2,1
711,2017-10-14 00:00:00,34,0,1,0,9,1,0,1,0
712,2017-10-15 00:00:00,35,0,1,0,9,1,0,1,0
713,2017-10-16 00:00:00,40,0,1,0,9,1,0,2,1
714,2017-10-17 00:00:00,40,0,2,0,8,1,0,1,1
715,2017-10-18 00:00:00,44,0,2,0,8,1,0,1,1
716,2017-10-19 00:00:00,45,0,1,0,7,1,0,1,1
717,2017-10-20 00:00:00,44,0,2,0,9,1,0,1,1
718,2017-10-21 00:00:00,36,0,2,0,12,1,0,1,0
719,2017-10-22 00:00:00,38,0,1,0,11,1,0,1,0
720,2017-10-23 00:00:00,41,0,1,0,11,1,0,1,1
721,2017-10-24 00:00:00,47,1,2,0,10,1,0,1,1
722,2017-10-25 00:00:00,38,0,1,0,10,1,0,1,1
723,2017-10-26 00:00:00,35,1,1,0,10,1,0,1,1
724,2017-10-27 00:00:00,42,0,1,0,9,1,0,1,1
725,2017-10-28 00:00:00,37,0,1,0,8,1,0,1,0
726,2017-10-29 00:00:00,29,1,1,0,8,1,0,1,0
727,2017-10-30 00:00:00,35,0,1,0,10,1,0,1,1
728,2017-10-31 00:00:00,28,0,1,0,12,1,0,1,1
729,2017-11-01 00:00:00,32,0,2,0,15,1,0,1,1
730,2017-11-02 00:00:00,36,2,2,0,15,1,0,2,1
731,2017-11-03 00:00:00,37,3,2,0,14,1,0,1,1
732,2017-11-04 00:00:00,40,0,2,0,11,1,0,1,0
733,2017-11-05 00:00:00,39,0,1,0,11,1,0,1,0
734,2017-11-06 00:00:00,36,0,2,0,12,1,0,1,1
735,2017-11-07 00:00:00,36,0,2,0,10,1,0,1,1
736,2017-11-08 00:00:00,37,0,2,0,11,1,0,2,1
737,2017-11-09 00:00:00,46,0,2,0,10,1,0,2,1
738,2017-11-10 00:00:00,41,2,2,0,11,1,0,1,1
739,2017-11-11 00:00:00,37,2,1,0,13,1,0,1,0
740,2017-11-12 00:00:00,39,0,2,0,15,1,0,1,0
741,2017-11-13 00:00:00,44,0,1,0,13,1,0,1,1
742,2017-11-14 00:00:00,43,3,2,0,10,1,0,1,1
743,2017-11-15 00:00:00,40,0,2,0,10,1,0,1,1
744,2017-11-16 00:00:00,30,1,2,0,11,1,0,1,1
745,2017-11-17 00:00:00,35,1,1,0,11,1,0,1,1
746,2017-11-18 00:00:00,43,0,1,0,10,1,0,1,0
747,2017-11-19 00:00:00,42,1,2,0,11,1,0,2,0
748,2017-11-20 00:00:00,35,0,2,0,13,1,0,1,1
749,2017-11-21 00:00:00,40,0,2,0,13,1,0,2,1
750,2017-11-22 00:00:00,48,1,2,0,11,1,0,1,1
751,2017-11-23 00:00:00,45,2,3,0,12,1,0,3,0
752,2017-11-24 00:00:00,38,0,3,0,10,1,0,3,0
753,2017-11-25 00:00:00,40,0,3,0,11,2,0,3,0
754,2017-11-26 00:00:00,41,1,3,0,14,2,0,3,0
755,2017-11-27 00:00:00,41,0,3,0,20,2,0,3,1
756,2017-11-28 00:00:00,45,0,4,0,27,3,0,3,1
757,2017-11-29 00:00:00,37,0,5,0,52,4,0,4,1
758,2017-11-30 00:00:00,35,0,4,0,47,3,0,3,1
759,2017-12-01 00:00:00,40,0,3,0,31,2,0,2,1
760,2017-12-02 00:00:00,34,2,3,0,21,3,0,3,0
761,2017-12-03 00:00:00,37,0,3,0,20,2,0,2,0
762,2017-12-04 00:00:00,40,0,3,0,22,2,0,3,1
763,2017-12-05 00:00:00,32,0,3,0,21,2,0,3,1
764,2017-12-06 00:00:00,37,0,5,0,31,2,0,4,1
765,2017-12-07 00:00:00,40,0,5,0,53,3,0,5,1
766,2017-12-08 00:00:00,35,0,5,0,59,4,0,4,1
767,2017-12-09 00:00:00,36,2,4,0,40,3,0,4,0
768,2017-12-10 00:00:00,31,0,3,0,38,2,0,3,0
769,2017-12-11 00:00:00,31,1,4,0,36,3,0,4,1
770,2017-12-12 00:00:00,48,2,7,0,43,4,0,7,1
771,2017-12-13 00:00:00,36,0,7,0,34,4,0,7,1
772,2017-12-14 00:00:00,32,0,6,0,33,3,0,4,1
773,2017-12-15 00:00:00,34,0,4,0,30,3,0,3,1
774,2017-12-16 00:00:00,36,0,4,0,30,2,0,3,0
775,2017-12-17 00:00:00,36,0,4,0,31,2,0,3,0
776,2017-12-18 00:00:00,42,0,5,0,31,2,0,3,1
777,2017-12-19 00:00:00,32,0,6,0,34,3,0,5,1
778,2017-12-20 00:00:00,42,1,4,0,50,3,0,4,1
779,2017-12-21 00:00:00,36,0,5,0,41,2,0,4,1
780,2017-12-22 00:00:00,36,1,6,0,51,3,0,5,1
781,2017-12-23 00:00:00,37,1,4,0,39,2,0,3,0
782,2017-12-24 00:00:00,34,0,3,0,31,2,0,3,0
783,2017-12-25 00:00:00,37,3,4,0,31,2,0,3,0
784,2017-12-26 00:00:00,39,0,4,0,30,2,0,3,1
785,2017-12-27 00:00:00,37,0,3,0,28,2,0,3,1
786,2017-12-28 00:00:00,53,0,6,0,49,3,0,4,1
787,2017-12-29 00:00:00,39,0,6,0,50,3,0,4,2
788,2017-12-30 00:00:00,48,0,7,0,45,3,0,4,1
789,2017-12-31 00:00:00,36,0,5,0,32,2,0,3,1
790,2018-01-01 00:00:00,41,0,5,0,31,3,0,3,0
791,2018-01-02 00:00:00,42,0,9,0,38,4,0,6,2
792,2018-01-03 00:00:00,52,2,8,0,34,3,0,6,2
793,2018-01-04 00:00:00,42,0,9,0,33,4,0,7,2
794,2018-01-05 00:00:00,44,1,9,0,31,4,0,6,2
795,2018-01-06 00:00:00,44,3,7,0,28,3,0,5,1
796,2018-01-07 00:00:00,40,1,8,0,28,3,0,6,1
797,2018-01-08 00:00:00,47,0,13,0,28,5,0,8,2
798,2018-01-09 00:00:00,48,0,11,1,29,4,0,7,2
799,2018-01-10 00:00:00,40,0,15,1,29,5,0,11,2
800,2018-01-11 00:00:00,39,0,12,0,31,4,0,7,2
801,2018-01-12 00:00:00,49,1,8,0,29,3,0,5,2
802,2018-01-13 00:00:00,51,0,10,0,25,3,0,6,1
803,2018-01-14 00:00:00,42,1,8,0,25,3,0,5,1
804,2018-01-15 00:00:00,45,1,8,0,22,3,0,4,1
805,2018-01-16 00:00:00,42,0,12,1,39,5,0,7,2
806,2018-01-17 00:00:00,42,2,13,0,68,5,0,9,2
807,2018-01-18 00:00:00,44,0,8,0,50,3,0,5,2
808,2018-01-19 00:00:00,39,0,7,0,37,3,0,5,2
809,2018-01-20 00:00:00,53,0,7,0,31,3,0,5,1
810,2018-01-21 00:00:00,37,0,6,0,30,2,0,4,0
811,2018-01-22 00:00:00,35,3,7,0,29,2,0,4,2
812,2018-01-23 00:00:00,41,0,5,0,29,2,0,4,2
813,2018-01-24 00:00:00,40,2,5,0,24,2,0,4,2
814,2018-01-25 00:00:00,38,0,5,0,23,2,0,3,2
815,2018-01-26 00:00:00,43,0,5,0,23,2,0,3,2
816,2018-01-27 00:00:00,39,3,5,0,21,2,0,3,1
817,2018-01-28 00:00:00,47,0,6,1,22,2,0,4,1
818,2018-01-29 00:00:00,42,0,6,0,21,2,0,3,2
819,2018-01-30 00:00:00,43,0,5,0,22,2,0,3,2
820,2018-01-31 00:00:00,39,3,5,1,22,2,0,3,2
821,2018-02-01 00:00:00,39,1,6,0,37,2,0,4,2
822,2018-02-02 00:00:00,40,0,8,0,46,2,0,5,3
823,2018-02-03 00:00:00,44,0,5,0,27,1,0,3,1
